id,CIE_10_Id,CIE10_DESC
1,C61,Neoplasia maligna de próstata 
1,C62,Neoplasia maligna de testículo
1,C64,"Neoplasia maligna de riñón, excepto pelvis renal "
1,C65,Neoplasia maligna de pelvis renal 
1,C66,Neoplasia maligna de uréter 
1,C67,Neoplasia maligna de vejiga
1,C69,Neoplasia maligna de ojo y sus anexos
1,C70,Neoplasia maligna de meninges
1,C71,Neoplasia maligna de cerebro
1,C73,Neoplasia maligna de la glándula tiroides 
1,C74,Neoplasia maligna de glándula suprarrenal
1,C77,Neoplasia maligna secundaria y no especificada de ganglios linfáticos
1,C78,Neoplasia maligna secundaria de órganos respiratorios y digestivos
1,C80,Neoplasia maligna de localización no especificada
1,C81,Linfoma de Hodgkin
1,C82,Linfoma folicular
1,C83,Linfoma no folicular
1,C84,Linfomas de células T/NK maduras
1,C90,Mieloma múltiple y tumores malignos de células plasmáticas
1,C91,Leucemia linfoide
1,C92,Leucemia mieloide
1,C93,Leucemia monocítica
1,C95,Leucemia de células de tipo no especificado
1,C97,Neoplasias malignas de sitios múltiples independientes (primarios) 
1,D00,"Carcinoma in situ de cavidad oral, esófago y estómago"
1,D02,Carcinoma in situ de oído medio y aparato respiratorio
1,D03,Melanoma in situ
1,D04,Carcinoma in situ de piel
1,D05,Carcinoma in situ de mama
1,D06,Carcinoma in situ de cuello de útero
1,D10,Neoplasia benigna de boca y faringe
1,D11,Neoplasia benigna de glándulas salivales mayores
1,D12,"Neoplasia benigna de colon, recto, ano y canal anal"
1,D14,Neoplasia benigna de oído medio y de aparato respiratorio
1,D16,Neoplasia benigna de hueso y cartílago articular
1,D17,Neoplasia lipomatosa benigna
1,D18,"Hemangioma y linfangioma, cualquier localización"
1,D19,Neoplasia benigna de tejido mesotelial
1,D20,Neoplasia benigna de tejidos blandos de retroperitoneo y peritoneo
1,D22,Nevus melanocítico
1,D24,Neoplasia benigna de mama 
1,D25,Leiomioma de útero
1,D27,Neoplasia benigna de ovario 
1,D29,Neoplasia benigna de órganos genitales masculinos
1,D30,Neoplasia benigna de órganos urinarios
1,D31,Neoplasia benigna de ojo y sus anexos
1,D32,Neoplasia benigna de meninges
1,D34,Neoplasia benigna de tiroides 
1,D37,Neoplasia de comportamiento incierto de cavidad oral y órganos digestivos
1,D38,Neoplasia de comportamiento incierto de oído medio y órganos respiratorios e intratorácicos
1,D39,Neoplasia de comportamiento incierto de órganos genitales femeninos
1,D40,Neoplasia de comportamiento incierto de órganos genitales masculinos
1,D41,Neoplasia de comportamiento incierto de órganos urinarios
1,D42,Neoplasia de comportamiento incierto de meninges
1,D43,Neoplasia de comportamiento incierto de cerebro y sistema nervioso central
1,D44,Neoplasia de comportamiento incierto de glándulas endocrinas
1,D45,policitemia vera 
1,D46,Síndromes mielodisplásicos
1,D50,Anemia por carencia de hierro
1,D51,Anemia por carencia de vitamina B12 
1,D52,Anemia por carencia de ácido fólico
1,D55,Anemia debida a trastornos enzimáticos
1,D56,Talasemia
1,D57,Trastornos drepanocíticos
1,D59,Anemia hemolítica adquirida
1,D60,Aplasia pura adquirida de glóbulos rojos [eritroblastopenia]
1,D62,Anemia poshemorrágica aguda 
1,D63,Anemia en enfermedades crónicas clasificadas bajo otro concepto
1,D65,Coagulación intravascular diseminada [síndrome de desfibrilación] 
1,D66,Deficiencia hereditaria del factor VIII 
1,D67,Deficiencia hereditaria del factor IX 
1,D70,agranulocitosis 
1,D71,Trastornos funcionales de los neutrófilos polimorfonucleares 
1,D73,Enfermedades del bazo
1,D74,Metahemoglobinemia
1,D80,Inmunodeficiencia con predominio de defectos de anticuerpos
1,D81,Inmunodeficiencias combinadas
1,D83,Inmunodeficiencia variable común
1,D86,Sarcoidosis
1,E00,Síndrome congénito por carencia de yodo
1,E01,Trastornos tiroideos relacionados con carencia de yodo y afecciones afines
1,E02,Hipotiroidismo subclínico por deficiencia  de yodo
1,E05,Tirotoxicosis [hipertiroidismo]
1,E06,Tiroiditis
1,E10,Diabetes mellitus tipo 1
1,E11,Diabetes mellitus tipo 2
1,E12,Diabetes mellitus relacionada con la desnutrición
1,E13,Otro tipo de diabetes mellitus especificada
1,E14,Diabetes mellitus no especificada
1,E15,Coma hipoglucémico no diabético 
1,E20,Hipoparatiroidismo
1,E22,Hiperfunción de hipófisis
1,E24,Síndrome de Cushing
1,E25,Trastornos adrenogenitales
1,E26,Hiperaldosteronismo
1,E28,Disfunción ovárica
1,E29,Disfunción testicular
1,E30,"Trastornos de pubertad, no clasificados bajo otro concepto"
1,E31,Disfunción poliglandular
1,E32,Enfermedades del timo
1,E35,Trastornos de glándulas endocrinas en enfermedades clasificadas bajo otro concepto
1,E40,Kwashiorkor 
1,E41,marasmo nutricional 
1,E42,Kwashiorkor marásmico 
1,E43,Desnutrición proteinoenergética grave no especificada 
1,E44,Malnutrición calórico-proteica de grado moderado y leve
1,E45,Retraso en el desarrollo después de la desnutrición proteico-energética 
1,E46,Desnutrición proteinoenergética no especificada 
1,E50,Carencia de vitamina A
1,E51,Carencia de tiamina
1,E52,Deficiencia de niacina [pelagra] 
1,E54,Deficiencia de ácido ascórbico 
1,E55,Carencia de vitamina D
1,E58,Deficiencia de calcio en la dieta 
1,E59,Deficiencia de selenio en la dieta 
1,E60,Deficiencia de zinc en la dieta 
1,E65,Adiposidad localizada 
1,E66,Sobrepeso y obesidad
1,E68,Secuelas de la hiperalimentación 
1,E70,Trastornos del metabolismo de aminoácidos aromáticos
1,E71,Trastornos del metabolismo de aminoácidos de cadena ramificada y de ácidos grasos
1,E73,Intolerancia a lactosa
1,E76,Trastornos del metabolismo de glicosaminoglicanos
1,E77,Trastornos del metabolismo de glicoproteínas
1,E79,Trastornos del metabolismo de purinas y pirimidinas
1,E80,Trastornos del metabolismo de porfirinas y bilirrubina
1,E83,Trastornos del metabolismo de los minerales
1,E84,Fibrosis quística
1,E85,Amiloidosis
1,E86,Agotamiento de volumen 
1,E89,"Complicaciones y trastornos endocrinos y metabólicos posprocedimiento, no clasificados bajo otro concepto"
1,E90,Trastornos nutricionales y metabólicos en enfermedades clasificadas en otra parte
1,F00,Demencia en la enfermedad de Alzheimer
1,F01,Demencia vascular
1,F03,Demencia no especificada 
1,F05,Delirio debido a afección fisiológica conocida
1,F07,Trastornos de personalidad y del comportamiento debidos a afección fisiológica conocida
1,F09,Trastorno mental orgánico o sintomático no especificado 
1,F10,Trastornos relacionados con alcohol
1,F11,Trastornos relacionados con opiáceos
1,F12,Trastornos relacionados con cannabis
1,F13,"Trastornos relacionados con sedantes, hipnóticos o ansiolíticos"
1,F14,Trastornos relacionados con cocaína
1,F16,Trastornos relacionados con alucinógenos
1,F17,Dependencia de nicotina
1,F18,Trastornos relacionados con inhalantes
1,F20,Esquizofrenia
1,F21,Trastorno esquizotípico 
1,F22,Trastornos delirantes
1,F23,Trastorno psicótico breve
1,F24,Trastorno delirante inducido 
1,F25,Trastornos esquizoafectivos
1,F29,Psicosis no corregida no especificada 
1,F30,Episodio maníaco
1,F31,Trastorno bipolar
1,F32,"Trastorno depresivo mayor, episodio único"
1,F33,"Trastorno depresivo mayor, recurrente"
1,F34,Trastornos persistentes del estado de ánimo [afectivos]
1,F39,Estado de ánimo no especificado [afectivo] trastorno 
1,F40,Trastornos de ansiedad fóbica
1,F42,Trastorno obsesivo-compulsivo
1,F43,Reacción a estrés grave y trastornos de adaptación
1,F44,Trastornos disociativos y de conversión
1,F45,Trastornos somatomorfos
1,F50,Trastornos de la conducta alimentaria
1,F51,Trastornos del sueño no debidos a sustancia ni afección fisiológica conocida
1,F52,Disfunción sexual no debida a sustancia ni afección fisiológica conocida
1,F53,"Trastornos mentales y del comportamiento asociados con el puerperio, no clasificados bajo otro concepto"
1,F55,Abuso de sustancias no dependientes. 
1,F59,Síndromes de comportamiento no especificados asociados con trastornos fisiológicos y factores físicos. 
1,F60,Trastornos específicos de personalidad
1,F62,"Cambios duraderos en la personalidad, no atribuibles a daño y enfermedad cerebral"
1,F63,Trastorno de los impulsos
1,F64,Trastornos de identidad sexual
1,F65,Parafilias
1,F69,Trastorno no especificado de personalidad y comportamiento adulto. 
1,F70,Discapacidad intelectual leve
1,F71,Discapacidad intelectual moderada
1,F72,Discapacidad intelectual grave
1,F73,Discapacidad intelectual profunda
1,F79,Discapacidad intelectual no especificada
1,F80,Trastornos específicos del desarrollo del habla y lenguaje
1,F81,Trastornos específicos del desarrollo de habilidades escolares
1,F82,Trastorno específico del desarrollo de la función motora. 
1,F83,Trastornos de desarrollo específicos mixtos 
1,F84,Trastornos generalizados del desarrollo
1,F89,Trastorno no especificado del desarrollo psicológico. 
1,F90,Trastorno por déficit de atención con hiperactividad
1,F91,Trastornos de conducta
1,F92,Trastornos mixtos de la conducta y las emociones
1,F93,Trastornos emocionales con inicio específico en la infancia
1,F94,Trastornos del comportamiento social con inicio específico en infancia y adolescencia
1,F95,Trastorno de tics
1,F99,"Trastorno mental, no especificado de otra manera "
1,G00,"Meningitis bacteriana, no clasificada bajo otro concepto"
1,G04,"Encefalitis, mielitis y encefalomielitis"
1,G05,"Encefalitis, mielitis y encefalomielitis en enfermedades clasificadas bajo otro concepto"
1,G06,Absceso y granuloma intracraneal e intrarraquídeo
1,G08,Flebitis intracraneal e intraspinal y tromboflebitis. 
1,G09,Secuelas de enfermedades inflamatorias del sistema nervioso central. 
1,G10,enfermedad de Huntington 
1,G11,Ataxia hereditaria
1,G12,Atrofia muscular espinal y síndromes relacionados
1,G13,Atrofias sistémicas que afectan principalmente al sistema nervioso central en enfermedades clasificadas bajo otro concepto
1,G14,Síndrome de postpolio 
1,G20,Enfermedad de Parkinson 
1,G21,Parkinsonismo secundario
1,G24,Distonía
1,G30,Enfermedad de Alzheimer
1,G35,Esclerosis múltiple 
1,G40,Epilepsia y crisis epilépticas recurrentes
1,G41,Estado epiléptico
1,G43,Migraña
1,G45,Accidentes isquémicos cerebrales transitorios y síndromes relacionados
1,G46,Síndromes vasculares cerebrales en enfermedades cerebrovasculares
1,G47,Trastornos del sueño
1,G50,Trastornos del nervio trigémino
1,G51,Trastornos del nervio facial
1,G53,Trastornos de los nervios craneales en enfermedades clasificadas bajo otro concepto
1,G54,Trastornos de raíces y de plexos nerviosos
1,G55,Compresiones de raíces y plexos nerviosos en enfermedades clasificadas bajo otro concepto
1,G56,Mononeuropatías de extremidad superior
1,G57,Mononeuropatías de extremidad inferior
1,G59,Mononeuropatía en enfermedades clasificadas bajo otro concepto
1,G60,Neuropatía hereditaria e idiopática
1,G61,Polineuropatía inflamatoria
1,G63,Polineuropatía en enfermedades clasificadas bajo otro concepto
1,G71,Trastornos musculares primarios
1,G73,Trastornos del músculo y de la unión neuromuscular en enfermedades clasificadas bajo otro concepto
1,G80,Parálisis cerebral
1,G81,Hemiplejia y hemiparesia
1,G82,Paraplejia (paraparesia) y tetraplejia (tetraparesia)
1,G90,Trastornos del sistema nervioso autónomo
1,G91,Hidrocefalia
1,G92,Encefalopatía tóxica 
1,G97,"Complicaciones intraoperatorias y posprocedimiento del sistema nervioso, no clasificadas bajo otro concepto"
1,H00,Orzuelo y chalazión
1,H03,Trastornos del párpado en enfermedades clasificadas en otra parte
1,H04,Trastornos de aparato lacrimal
1,H05,Trastornos de órbita
1,H06,Trastornos del sistema lagrimal y de la órbita en enfermedades clasificadas en otra parte
1,H10,Conjuntivitis
1,H13,Trastornos de la conjuntiva en enfermedades clasificadas en otra parte
1,H15,Trastornos de esclerótica
1,H16,Queratitis
1,H17,Cicatrices y opacidades corneales
1,H19,Trastornos de la esclerótica y la córnea en enfermedades clasificadas en otra parte
1,H20,Iridociclitis
1,H22,Trastornos de iris y cuerpo ciliar en enfermedades clasificadas bajo otro concepto
1,H25,Catarata relacionada con la edad
1,H28,Catarata en enfermedades clasificadas bajo otro concepto
1,H30,Inflamación coriorretiniana
1,H32,Trastornos coriorretinianos en enfermedades clasificadas bajo otro concepto
1,H33,Desprendimientos y rotura de retina
1,H34,Oclusiones vasculares retinianas
1,H36,Trastornos de retina en enfermedades clasificadas bajo otro concepto
1,H40,Glaucoma
1,H42,Glaucoma en enfermedades clasificadas bajo otro concepto
1,H43,Trastornos del cuerpo vítreo
1,H44,Trastornos del globo ocular
1,H45,Trastornos del cuerpo vítreo y del globo ocular en enfermedades clasificadas en otra parte
1,H46,Neuritis óptica 
1,H48,Trastornos del [segundo] nervio óptico y vías visuales en enfermedades clasificadas en otra parte
1,H49,Estrabismo paralítico
1,H52,Trastornos de refracción y acomodación
1,H53,Problemas visuales
1,H54,Ceguera y baja visión
1,H59,"Complicaciones y trastornos intraoperatorios y posprocedimiento de ojo y sus anexos, no clasificados bajo otro concepto"
1,H60,Otitis externa
1,H62,Trastornos del oído externo en enfermedades clasificadas bajo otro concepto
1,H65,Otitis media no supurativa
1,H66,Otitis media supurativa y no especificada
1,H67,Otitis media en enfermedades clasificadas bajo otro concepto
1,H68,Salpingitis y obstrucción de la trompa de Eustaquio
1,H70,Mastoiditis y problemas relacionados
1,H71,Colesteatoma del oido medio
1,H72,Perforación de la membrana timpánica
1,H80,Otoesclerosis
1,H81,Trastornos de la función vestibular
1,H90,Pérdida auditiva conductiva y neurosensorial
1,H92,Otalgia y secreción del oído
1,H95,"Complicaciones y trastornos intraoperatorios y posprocedimiento del oído y apófisis mastoides, no clasificados bajo otro concepto"
1,I00,Fiebre reumática sin mención de la participación del corazón. 
1,I01,Fiebre reumática con afectación cardiaca
1,I02,Corea reumática
1,I05,Enfermedades reumáticas de válvula mitral
1,I06,Enfermedades reumáticas de válvula aórtica
1,I07,Enfermedades reumáticas de válvula tricúspide
1,I08,Enfermedades valvulares múltiples
1,I10,Hipertensión esencial (primaria) 
1,I11,Enfermedad cardiaca hipertensiva
1,I12,Enfermedad renal crónica hipertensiva
1,I13,Enfermedad cardiaca y renal crónica hipertensiva
1,I15,Hipertensión secundaria
1,I20,Angina de pecho
1,I21,Infarto agudo de miocardio
1,I22,Infarto agudo de miocardio subsiguiente con elevación de ST (IAMCEST) (IMEST) (STEMI) y sin elevación de ST (IAMSEST) (IMNEST) (NSTEMI) 
1,I23,"Complicaciones en curso, tras infarto de miocardio con elevación de ST (IAMCEST)(IMEST)(STEMI) y sin elevación del ST (IAMSEST)(IMSEST)(NSTEMI) (dentro del periodo de 28 días)"
1,I25,Enfermedad isquémica crónica cardiaca
1,I26,Embolia pulmonar
1,I30,Pericarditis aguda
1,I32,Pericarditis en enfermedades clasificadas bajo otro concepto
1,I33,Endocarditis aguda y subaguda
1,I34,Trastornos de válvula mitral no reumáticos
1,I35,Trastornos de válvula aórtica no reumáticos
1,I36,Trastornos de válvula tricúspide no reumáticos
1,I37,Trastornos de válvula pulmonar no reumáticos
1,I38,"Endocarditis, válvula no especificada. "
1,I39,Endocarditis y trastornos de las válvulas cardiacas en enfermedades clasificadas bajo otro concepto
1,I40,Miocarditis aguda
1,I41,Miocarditis en enfermedades clasificadas bajo otro concepto
1,I42,Miocardiopatía
1,I43,Miocardiopatía en enfermedades clasificadas bajo otro concepto
1,I44,Bloqueo auriculoventricular y de rama izquierda del haz
1,I46,Paro cardiaco
1,I47,Taquicardia paroxística
1,I48,Fibrilación y flutter auricular
1,I50,Insuficiencia cardiaca
1,I51,Complicaciones y descripciones mal definidas de enfermedad cardiaca
1,I60,Hemorragia subaracnoidea no traumática
1,I61,Hemorragia intracerebral no traumática
1,I62,Otra hemorragia intracraneal no traumática y las no especificadas
1,I63,Infarto cerebral
1,I64,"Trazo, no especificado como hemorragia o infarto "
1,I65,"Oclusión y estenosis de arterias precerebrales, que no produce infarto cerebral"
1,I66,"Oclusión y estenosis de arterias cerebrales, que no produce infarto cerebral"
1,I68,Trastornos cerebrovasculares en enfermedades clasificadas bajo otro concepto
1,I69,Secuelas de enfermedad cerebrovascular
1,I70,Aterosclerosis
1,I71,Aneurisma y disección aórticos
1,I74,Embolia y trombosis arterial
1,I78,Enfermedades de los capilares
1,I79,"Trastornos de arterias, arteriolas y capilares en enfermedades clasificadas bajo otro concepto"
1,I80,Flebitis y tromboflebitis
1,I81,Trombosis vena porta 
1,I83,Venas varicosas de extremidades inferiores
1,I85,Varices esofágicas
1,I88,Linfadenitis inespecífica
1,I95,Hipotensión
1,I97,"Complicaciones y trastornos intraoperatorios y posprocedimiento de aparato circulatorio, no clasificados bajo otro concepto"
1,J00,Nasofaringitis aguda [resfriado común] 
1,J01,Sinusitis aguda
1,J02,Faringitis aguda
1,J03,Amigdalitis aguda
1,J04,Laringitis y traqueítis agudas
1,J05,Laringitis aguda obstructiva [crup] y epiglotitis aguda obstructiva
1,J06,Infecciones agudas del tracto respiratorio superior de localizaciones múltiples o no especificadas
1,J09,Influenza debido al virus de influenza zoonótico o pandémico identificado. 
1,J11,Gripe debida a virus de la gripe no identificado
1,J12,"Neumonía vírica, no clasificada bajo otro concepto"
1,J13,Neumonía debido a Streptococcus pneumoniae. 
1,J14,Neumonía debido a Haemophilus influenzae 
1,J15,"Neumonía bacteriana, no clasificable bajo otro concepto"
1,J17,Neumonía en enfermedades clasificadas bajo otro concepto
1,J18,"Neumonía, microorganismo no especificado"
1,J20,Bronquitis aguda
1,J21,Bronquiolitis aguda
1,J22,Infección respiratoria baja aguda no especificada 
1,J30,Rinitis vasomotora y alérgica
1,J31,"Rinitis, faringitis y rinofaringitis crónica"
1,J32,Sinusitis crónica
1,J33,Pólipo nasal
1,J35,Enfermedades crónicas de las amígdalas y de las adenoides
1,J36,Absceso periamigdalino 
1,J37,Laringitis y laringotraqueítis crónicas
1,J38,"Enfermedades de las cuerdas vocales y de la laringe, no clasificables bajo otro concepto"
1,J40,"Bronquitis, no especificada como aguda o crónica. "
1,J41,Bronquitis crónica simple y mucopurulenta
1,J42,Bronquitis crónica no especificada 
1,J43,Enfisema
1,J45,Asma
1,J46,Estado Asmático crónico 
1,J47,Bronquiectasia 
1,J60,Neumoconiosis de los mineros de carbón
1,J62,Neumoconiosis debida a polvo que contiene sílice
1,J64,Neumoconiosis no especificada 
1,J65,Neumoconiosis asociada a la tuberculosis. 
1,J66,Enfermedad de las vías respiratorias debida a polvo orgánico específico
1,J67,Neumonitis por hipersensibilidad debida a polvo orgánico
1,J68,"Problemas respiratorios por inhalación de productos químicos, gases, humos y vapores"
1,J69,Neumonitis debida a sólidos y líquidos
1,J80,Síndrome de dificultad respiratoria adulta 
1,J81,Edema pulmonar 
1,J82,"Eosinophilia pulmonar, no clasificada en otra parte. "
1,J85,Absceso pulmonar y del mediastino
1,J86,Piotórax
1,J90,"Derrame pleural, no clasificado en otra parte "
1,J91,Derrame pleural en condiciones clasificadas en otro lugar 
1,J92,Placa pleural
1,J93,Neumotórax y escape de aire
1,J95,"Complicaciones y trastornos intraoperatorios y posprocedimiento de aparato respiratorio, no clasificados bajo otro concepto"
1,J96,"Insuficiencia respiratoria, no clasificada bajo otro concepto"
1,J99,Trastornos respiratorios en enfermedades clasificadas bajo otro concepto
1,K00,Trastornos de desarrollo y erupción de diente
1,K01,Dientes incluidos e impactados
1,K02,Caries dental
1,K04,Enfermedades de pulpa y tejidos periapicales
1,K05,Gingivitis y enfermedades periodontales
1,K07,Anomalías dentofaciales [incluyendo maloclusión]
1,K09,"Quistes de región oral, no clasificados bajo otro concepto"
1,K11,Enfermedades de las glándulas salivales
1,K12,Estomatitis y lesiones relacionadas
1,K14,Enfermedades de lengua
1,K20,Esofagitis 
1,K21,Enfermedad por reflujo gastroesofágico
1,K23,Trastornos de esófago en enfermedades clasificadas bajo otro concepto
1,K25,Úlcera gástrica
1,K26,Úlcera duodenal
1,K27,"Úlcera péptica, no especificado sitio"
1,K28,Úlcera gastroyeyunal
1,K29,Gastritis y duodenitis
1,K30,Dispepsia funcional 
1,K35,Apendicitis aguda
1,K36,Otra apendicitis 
1,K37,Apendicitis no especificada 
1,K40,Hernia inguinal
1,K41,Hernia femoral
1,K42,Hernia umbilical
1,K43,Hernia ventral
1,K44,Hernia diafragmática
1,K45,Otra hernia abdominal
1,K46,Hernia abdominal no especificada
1,K50,Enfermedad de Crohn [enteritis regional]
1,K51,Colitis ulcerosa
1,K55,Trastornos vasculares de intestino
1,K56,Íleo paralítico y obstrucción intestinal sin hernia
1,K57,Enfermedad diverticular de intestino
1,K58,Síndrome de intestino irritable
1,K60,Fisura y fístula de las regiones anal y rectal
1,K61,Absceso de las regiones anal y rectal
1,K64,Hemorroides y trombosis venosa perianal
1,K65,Peritonitis
1,K67,Trastornos de peritoneo en enfermedades infecciosas clasificadas bajo otro concepto
1,K70,Enfermedad alcohólica de hígado
1,K71,Enfermedad tóxica de hígado
1,K72,"Insuficiencia hepática, no clasificada bajo otro concepto"
1,K73,"Hepatitis crónica, no clasificada bajo otro concepto"
1,K74,Fibrosis y cirrosis de hígado
1,K77,Trastornos hepáticos en enfermedades clasificadas bajo otro concepto
1,K80,Colelitiasis
1,K81,Colecistitis
1,K85,Pancreatitis aguda
1,K87,"Trastornos de vesícula biliar, vías biliares y páncreas en enfermedades clasificadas bajo otro concepto"
